iterations;delta th;delta th time;delta lr;delta lr time;gamma pwlr;gamma pwlr time;
1;1.32883;0;0.116277;0.002;0.01378;0
1;1.32883;0;0.628331;0;0.00284931;0
1;1.32883;0;0.0904427;0;0.00384715;0
1;1.32883;0;0.00184476;0;0.000193992;0
1;1.32883;0;0.0143625;0;0.000854803;0
1;1.32883;0;1.26247;0;0.0378266;0
1;1.32883;0;7.15709;0;-0.00144081;0
1;1.32883;0;0.0444867;0;0.0433275;0
1;1.32883;0;0.701471;0;0.067914;0
1;1.32883;0;0.971032;0;-0.00237617;0
1;1.32883;0;0.0419177;0;0.0139045;0
1;1.32883;0;3.73897;0;0.03457;0
1;1.32883;0;1.57787;0;0.00720887;0
1;1.32883;0;0.00878922;0;0.0333654;0
1;1.32883;0;2.98843;0;0.0294587;0
1;1.32883;0;0.0553442;0;0.0368463;0
1;1.32883;0;0.145383;0;0.0120933;0
1;1.32883;0;0.109862;0;0.0285506;0
1;1.32883;0;0.0523967;0;0.0138671;0
1;1.32883;0;0.821717;0;0.0124966;0
1;1.32883;0;0.351759;0;0.023009;0
1;1.32883;0;0.347335;0;0.0043077;0
1;1.32883;0;5.86288;0;-0.00381339;0
1;1.32883;0;1.12951;0;0.0286219;0
1;1.32883;0;0.334675;0;-0.0036782;0
1;1.32883;0;0.146079;0;0.076229;0
1;1.32883;0;1.63938;0;0.0905163;0
1;1.32883;0;0.390917;0;0.00914433;0
1;1.32883;0;0.220464;0;-0.00413005;0
1;1.32883;0;0.231637;0;0.00859715;0
1;1.32883;0;5.519;0;0.00648985;0
1;1.32883;0;0.431066;0;0.000670434;0
1;1.32883;0;0.236432;0;0.0930318;0
1;1.32883;0;1.76425;0;-0.000476758;0
1;1.32883;0;0.274479;0;0.00891061;0
1;1.32883;0;2.41403;0;0.022896;0
1;1.32883;0;0.711522;0;0.00174549;0
1;1.32883;0;0.413288;0;0.0249482;0
1;1.32883;0;0.495952;0;-0.00328208;0
1;1.32883;0;0.0953001;0;0.00960668;0
