iterations,EU th,EU th time,EU,EU time,Barrier th,Barrier th time,Barrier,Barrier time,Lookback th,Lookback th time,Lookback,Lookback time
10,18.023,0,32.2208,0,15.1816,0,14.9324,0.06,37.7605,0.06,37.6231,0.12
10,18.023,0,21.8832,0,15.1816,0,15.1852,0.06,37.7605,0.06,37.5434,0.12
10,18.023,0,15.87,0,15.1816,0,15.104,0.06,37.7605,0.06,37.8907,0.13
10,18.023,0,6.60298,0,15.1816,0,15.2203,0.07,37.7605,0.07,37.8236,0.132
10,18.023,0,10.3089,0,15.1816,0,15.2284,0.06,37.7605,0.06,37.8816,0.13
10,18.023,0,22.9693,0,15.1816,0,15.2848,0.072,37.7605,0.072,37.8131,0.142
10,18.023,0,45.7988,0,15.1816,0,15.1271,0.06,37.7605,0.06,37.8785,0.12
10,18.023,0,24.7133,0,15.1816,0,15.0615,0.07,37.7605,0.07,37.6971,0.13
10,18.023,0,16.3116,0,15.1816,0,15.1842,0.06,37.7605,0.06,37.7463,0.12
10,18.023,0,14.8135,0,15.1816,0,15.2736,0.07,37.7605,0.07,37.7355,0.132
10,18.023,0,20.8126,0,15.1816,0,15.1812,0.06,37.7605,0.06,37.8271,0.12
10,18.023,0,7.13132,0,15.1816,0,15.0783,0.069,37.7605,0.069,37.6292,0.129
10,18.023,0,23.7435,0,15.1816,0,15.2617,0.054,37.7605,0.054,37.5193,0.124
10,18.023,0,29.1928,0,15.1816,0,15.1179,0.071,37.7605,0.071,37.8319,0.131
10,18.023,0,18.3676,0,15.1816,0,15.0172,0.06,37.7605,0.06,37.8831,0.12
10,18.023,0,28.6525,0,15.1816,0,15.1971,0.06,37.7605,0.06,37.7738,0.13
10,18.023,0,17.5426,0,15.1816,0,15.2054,0.06,37.7605,0.06,37.8765,0.12
10,18.023,0,4.91391,0,15.1816,0,14.9289,0.06,37.7605,0.06,37.8004,0.114
10,18.023,0,10.3866,0,15.1816,0,15.0942,0.079,37.7605,0.079,37.8349,0.139
10,18.023,0,10.918,0,15.1816,0,15.1914,0.071,37.7605,0.071,37.6046,0.131
10,18.023,0,14.5605,0,15.1816,0,15.242,0.052,37.7605,0.052,37.5531,0.139
10,18.023,0,31.944,0,15.1816,0,15.1166,0.07,37.7605,0.07,37.8816,0.13
10,18.023,0,19.7446,0,15.1816,0,15.1251,0.06,37.7605,0.06,37.7448,0.12
10,18.023,0,16.2955,0,15.1816,0,15.1185,0.06,37.7605,0.06,37.8507,0.12
10,18.023,0,19.1143,0,15.1816,0,15.1351,0.06,37.7605,0.06,37.7429,0.13
10,18.023,0,20.745,0,15.1816,0,15.2596,0.06,37.7605,0.06,37.7477,0.12
10,18.023,0,29.4288,0,15.1816,0,15.2665,0.07,37.7605,0.07,37.7571,0.13
10,18.023,0,14.2884,0,15.1816,0,15.2131,0.061,37.7605,0.061,37.5498,0.121
10,18.023,0,22.9014,0,15.1816,0,15.207,0.073,37.7605,0.073,37.804,0.117
10,18.023,0,4.54847,0,15.1816,0,15.103,0.075,37.7605,0.075,37.8931,0.135
10,18.023,0,11.6,0,15.1816,0,15.285,0.063,37.7605,0.063,37.9918,0.123
10,18.023,0,23.0279,0,15.1816,0,15.1567,0.06,37.7605,0.06,37.59,0.121
10,18.023,0,10.7048,0,15.1816,0,15.0564,0.06,37.7605,0.06,37.7522,0.12
10,18.023,0,21.5697,0,15.1816,0,15.2182,0.06,37.7605,0.06,37.8001,0.13
10,18.023,0,31.8525,0,15.1816,0,15.1847,0.06,37.7605,0.06,37.7914,0.121
10,18.023,0,3.185,0,15.1816,0,15.2901,0.07,37.7605,0.07,37.7522,0.133
10,18.023,0,20.5424,0,15.1816,0,15.3264,0.082,37.7605,0.082,37.682,0.133
10,18.023,0,6.80031,0,15.1816,0,15.1667,0.079,37.7605,0.079,37.6215,0.139
10,18.023,0,11.4862,0,15.1816,0,15.2399,0.06,37.7605,0.06,37.7094,0.13
10,18.023,0,15.0783,0,15.1816,0,15.0778,0.06,37.7605,0.06,37.7493,0.111
10,18.023,0,26.9884,0,15.1816,0,15.09,0.07,37.7605,0.07,37.9528,0.13
10,18.023,0,18.6254,0,15.1816,0,15.2191,0.06,37.7605,0.06,37.9322,0.12
10,18.023,0,23.9311,0,15.1816,0,15.2904,0.06,37.7605,0.06,38.0008,0.122
10,18.023,0,15.5251,0,15.1816,0,15.4028,0.06,37.7605,0.06,37.7295,0.124
10,18.023,0,20.0701,0,15.1816,0,15.1898,0.062,37.7605,0.062,37.8831,0.122
10,18.023,0,20.865,0,15.1816,0,15.1617,0.064,37.7605,0.064,37.6018,0.134
10,18.023,0,7.01074,0,15.1816,0,15.291,0.06,37.7605,0.06,37.6382,0.12
10,18.023,0,19.6185,0,15.1816,0,15.1316,0.06,37.7605,0.06,37.7841,0.13
10,18.023,0,33.188,0,15.1816,0,15.2444,0.06,37.7605,0.06,37.6701,0.12
10,18.023,0,44.4565,0,15.1816,0,15.1065,0.06,37.7605,0.06,37.676,0.13
10,18.023,0,11.1139,0,15.1816,0,15.434,0.06,37.7605,0.06,37.763,0.121
10,18.023,0,20.5929,0,15.1816,0,15.0941,0.06,37.7605,0.06,37.7723,0.135
10,18.023,0,14.4384,0,15.1816,0,15.0809,0.072,37.7605,0.072,37.5931,0.142
10,18.023,0,9.83146,0,15.1816,0,15.1147,0.06,37.7605,0.06,37.8049,0.13
10,18.023,0,20.1498,0,15.1816,0,15.0714,0.06,37.7605,0.06,37.7942,0.12
10,18.023,0,17.4214,0,15.1816,0,15.1317,0.07,37.7605,0.07,37.771,0.13
10,18.023,0,15.6257,0,15.1816,0,15.1222,0.06,37.7605,0.06,37.8185,0.12
10,18.023,0,19.6254,0,15.1816,0,15.1202,0.06,37.7605,0.06,37.6164,0.12
10,18.023,0,20.092,0,15.1816,0,15.0512,0.062,37.7605,0.062,37.709,0.122
10,18.023,0,20.6793,0,15.1816,0,15.1448,0.064,37.7605,0.064,37.7963,0.136
10,18.023,0,2.47776,0,15.1816,0,15.0411,0.06,37.7605,0.06,37.429,0.12
10,18.023,0,22.4062,0,15.1816,0,15.0258,0.06,37.7605,0.06,37.6395,0.12
10,18.023,0,22.18,0,15.1816,0,15.1096,0.07,37.7605,0.07,38.0271,0.13
10,18.023,0,10.476,0,15.1816,0,15.277,0.06,37.7605,0.06,37.7184,0.12
10,18.023,0,8.55837,0,15.1816,0,15.2586,0.06,37.7605,0.06,37.8123,0.131
10,18.023,0,12.8628,0,15.1816,0,15.2039,0.06,37.7605,0.06,37.8311,0.12
10,18.023,0,14.1596,0,15.1816,0,15.1597,0.062,37.7605,0.062,37.7946,0.132
10,18.023,0,9.20005,0,15.1816,0,15.1384,0.052,37.7605,0.052,37.7639,0.135
10,18.023,0,19.4689,0,15.1816,0,15.5065,0.07,37.7605,0.07,37.7639,0.13
10,18.023,0,29.8918,0,15.1816,0,15.2004,0.07,37.7605,0.07,38.0037,0.13
10,18.023,0,14.4206,0,15.1816,0,15.1011,0.06,37.7605,0.06,37.7831,0.12
10,18.023,0,6.86345,0,15.1816,0,15.2465,0.06,37.7605,0.06,37.4885,0.12
10,18.023,0,33.6814,0,15.1816,0,15.2425,0.06,37.7605,0.06,37.5065,0.126
10,18.023,0,17.4115,0,15.1816,0,15.1917,0.06,37.7605,0.06,37.8263,0.13
10,18.023,0,23.8193,0,15.1816,0,15.0707,0.061,37.7605,0.061,37.9244,0.112
10,18.023,0,13.7853,0,15.1816,0,14.982,0.063,37.7605,0.063,37.6862,0.138
10,18.023,0,45.9443,0,15.1816,0,15.1571,0.07,37.7605,0.07,37.6304,0.13
10,18.023,0,18.859,0,15.1816,0,15.2599,0.06,37.7605,0.06,37.7973,0.12
10,18.023,0,21.4701,0,15.1816,0,15.0811,0.06,37.7605,0.06,38.0236,0.12
10,18.023,0,25.7836,0,15.1816,0,15.2556,0.06,37.7605,0.06,37.7369,0.12
10,18.023,0,14.5969,0,15.1816,0,15.0963,0.06,37.7605,0.06,37.8188,0.12
10,18.023,0,23.9231,0,15.1816,0,15.2564,0.06,37.7605,0.06,38.0211,0.121
10,18.023,0,5.75818,0,15.1816,0,15.0018,0.07,37.7605,0.07,37.7167,0.122
10,18.023,0,16.6976,0,15.1816,0,15.1694,0.082,37.7605,0.082,37.8235,0.162
10,18.023,0,16.8103,0,15.1816,0,15.2261,0.06,37.7605,0.06,37.6841,0.12
10,18.023,0,34.2663,0,15.1816,0,15.1584,0.07,37.7605,0.07,37.8467,0.13
10,18.023,0,20.9831,0,15.1816,0,14.9374,0.06,37.7605,0.06,37.6717,0.12
10,18.023,0,25.3792,0,15.1816,0,15.3091,0.06,37.7605,0.06,37.6549,0.12
10,18.023,0,36.4759,0,15.1816,0,15.089,0.06,37.7605,0.06,37.7726,0.12
10,18.023,0,26.4087,0,15.1816,0,15.1797,0.061,37.7605,0.061,37.7918,0.123
10,18.023,0,13.2149,0,15.1816,0,15.382,0.06,37.7605,0.06,37.8074,0.125
10,18.023,0,10.8822,0,15.1816,0,15.219,0.062,37.7605,0.062,37.6964,0.11
10,18.023,0,16.9176,0,15.1816,0,15.1463,0.082,37.7605,0.082,37.8242,0.142
10,18.023,0,23.9273,0,15.1816,0,15.1396,0.07,37.7605,0.07,37.6157,0.13
10,18.023,0,10.6293,0,15.1816,0,15.1783,0.06,37.7605,0.06,37.7467,0.12
10,18.023,0,16.9612,0,15.1816,0,15.1004,0.07,37.7605,0.07,37.6571,0.13
10,18.023,0,18.2267,0,15.1816,0,15.1007,0.06,37.7605,0.06,37.6555,0.13
10,18.023,0,6.81029,0,15.1816,0,15.1435,0.051,37.7605,0.051,37.7084,0.122
10,18.023,0,22.1345,0,15.1816,0,15.0279,0.074,37.7605,0.074,37.6921,0.15
10,18.023,0,13.2468,0,15.1816,0,15.1819,0.06,37.7605,0.06,37.7634,0.13
10,18.023,0,12.9944,0,15.1816,0,15.2073,0.06,37.7605,0.06,37.7895,0.12
10,18.023,0,19.3819,0,15.1816,0,15.1411,0.07,37.7605,0.07,37.6654,0.13
10,18.023,0,7.2789,0,15.1816,0,15.2648,0.06,37.7605,0.06,37.5107,0.12
10,18.023,0,21.8655,0,15.1816,0,15.0965,0.062,37.7605,0.062,37.6034,0.122
10,18.023,0,11.0424,0,15.1816,0,15.1827,0.06,37.7605,0.06,37.7921,0.13
10,18.023,0,28.3886,0,15.1816,0,15.1919,0.061,37.7605,0.061,37.629,0.122
10,18.023,0,28.7373,0,15.1816,0,15.2658,0.072,37.7605,0.072,37.8463,0.134
10,18.023,0,5.09005,0,15.1816,0,15.2155,0.06,37.7605,0.06,37.6085,0.12
10,18.023,0,20.1388,0,15.1816,0,15.2892,0.06,37.7605,0.06,37.7335,0.12
10,18.023,0,20.9213,0,15.1816,0,15.2358,0.06,37.7605,0.06,37.7655,0.12
10,18.023,0,9.02663,0,15.1816,0,15.0697,0.07,37.7605,0.07,37.7208,0.13
10,18.023,0,43.2452,0,15.1816,0,15.193,0.06,37.7605,0.06,37.7726,0.13
10,18.023,0,3.39914,0,15.1816,0,15.0921,0.06,37.7605,0.06,37.712,0.122
10,18.023,0,13.5472,0,15.1816,0,15.1373,0.06,37.7605,0.06,37.7186,0.114
10,18.023,0,14.0496,0,15.1816,0,15.1652,0.089,37.7605,0.089,37.6976,0.159
10,18.023,0,35.6447,0,15.1816,0,15.259,0.06,37.7605,0.06,37.6941,0.12
10,18.023,0,34.4085,0,15.1816,0,15.1406,0.06,37.7605,0.06,37.6174,0.13
10,18.023,0,11.2961,0,15.1816,0,15.1487,0.06,37.7605,0.06,37.8284,0.12
10,18.023,0,16.3877,0,15.1816,0,15.1855,0.06,37.7605,0.06,37.9074,0.121
10,18.023,0,22.1382,0,15.1816,0,15.0923,0.071,37.7605,0.071,37.6377,0.131
10,18.023,0,16.7807,0,15.1816,0,15.4239,0.054,37.7605,0.054,37.6756,0.128
10,18.023,0,15.1013,0,15.1816,0,15.1981,0.055,37.7605,0.055,37.7488,0.123
10,18.023,0,14.6311,0,15.1816,0,15.164,0.077,37.7605,0.077,37.7978,0.137
10,18.023,0,20.5634,0,15.1816,0,15.2206,0.07,37.7605,0.07,37.7279,0.13
10,18.023,0,37.1437,0,15.1816,0,15.1391,0.06,37.7605,0.06,37.7573,0.13
10,18.023,0,11.9622,0,15.1816,0,15.2184,0.06,37.7605,0.06,37.6011,0.12
10,18.023,0,18.7139,0,15.1816,0,15.161,0.07,37.7605,0.07,37.9376,0.115
10,18.023,0,14.5271,0,15.1816,0,15.1654,0.074,37.7605,0.074,37.6616,0.134
10,18.023,0,13.1955,0,15.1816,0,15.0242,0.061,37.7605,0.061,37.6219,0.121
10,18.023,0,8.40081,0,15.1816,0,15.2099,0.056,37.7605,0.056,37.6041,0.139
10,18.023,0,14.9467,0,15.1816,0,15.1204,0.07,37.7605,0.07,37.7164,0.132
10,18.023,0,7.61904,0,15.1816,0,15.1588,0.06,37.7605,0.06,37.755,0.12
10,18.023,0,20.8392,0,15.1816,0,15.2671,0.07,37.7605,0.07,37.9141,0.13
10,18.023,0,6.32695,0,15.1816,0,15.2893,0.06,37.7605,0.06,37.7268,0.13
10,18.023,0,31.6014,0,15.1816,0,15.2939,0.061,37.7605,0.061,37.7639,0.121
10,18.023,0,8.41105,0,15.1816,0,15.1136,0.07,37.7605,0.07,37.6095,0.121
10,18.023,0,13.0535,0,15.1816,0,15.0827,0.07,37.7605,0.07,37.8821,0.124
10,18.023,0,36.8979,0,15.1816,0,15.1418,0.068,37.7605,0.068,37.8608,0.146
10,18.023,0,22.5475,0,15.1816,0,15.0727,0.06,37.7605,0.06,37.6739,0.13
10,18.023,0,11.0673,0,15.1816,0,15.1699,0.06,37.7605,0.06,38.0497,0.12
10,18.023,0,25.0731,0,15.1816,0,15.1799,0.07,37.7605,0.07,37.778,0.13
10,18.023,0,27.9285,0,15.1816,0,15.2044,0.07,37.7605,0.07,37.7154,0.13
10,18.023,0,27.851,0,15.1816,0,15.0256,0.06,37.7605,0.06,37.8996,0.13
10,18.023,0,8.22959,0,15.1816,0,15.1768,0.06,37.7605,0.06,37.771,0.122
10,18.023,0,13.7947,0,15.1816,0,15.2749,0.07,37.7605,0.07,37.5159,0.136
10,18.023,0,9.24614,0,15.1816,0,15.125,0.072,37.7605,0.072,37.7233,0.122
10,18.023,0,9.62552,0,15.1816,0,15.2789,0.07,37.7605,0.07,37.7933,0.14
10,18.023,0,2.20396,0,15.1816,0,15.237,0.06,37.7605,0.06,37.7789,0.12
10,18.023,0,14.5916,0,15.1816,0,15.229,0.061,37.7605,0.061,37.9121,0.132
10,18.023,0,15.9558,0,15.1816,0,15.3368,0.06,37.7605,0.06,37.6621,0.12
10,18.023,0,19.2936,0,15.1816,0,15.3402,0.07,37.7605,0.07,37.8796,0.13
10,18.023,0,7.171,0,15.1816,0,15.2384,0.06,37.7605,0.06,37.765,0.131
10,18.023,0,26.3653,0,15.1816,0,15.2374,0.046,37.7605,0.046,37.8055,0.123
10,18.023,0,11.1737,0,15.1816,0,15.1174,0.062,37.7605,0.062,37.7633,0.123
10,18.023,0,9.15979,0,15.1816,0,15.194,0.073,37.7605,0.073,37.7043,0.133
10,18.023,0,15.4526,0,15.1816,0,15.2155,0.06,37.7605,0.06,37.7183,0.12
10,18.023,0,22.1714,0,15.1816,0,15.1944,0.06,37.7605,0.06,37.9309,0.12
10,18.023,0,6.38162,0,15.1816,0,15.1199,0.06,37.7605,0.06,37.6183,0.13
10,18.023,0,35.0475,0,15.1816,0,15.1899,0.06,37.7605,0.06,37.7851,0.12
10,18.023,0,34.6462,0,15.1816,0,15.2244,0.061,37.7605,0.061,37.5275,0.121
10,18.023,0,23.0238,0,15.1816,0,15.1022,0.053,37.7605,0.053,37.5933,0.145
10,18.023,0,6.32822,0,15.1816,0,15.1795,0.07,37.7605,0.07,37.7332,0.14
10,18.023,0,23.3887,0,15.1816,0,15.0396,0.06,37.7605,0.06,37.7817,0.13
10,18.023,0,25.1679,0,15.1816,0,15.1364,0.06,37.7605,0.06,37.8851,0.12
10,18.023,0,14.2768,0,15.1816,0,15.1621,0.06,37.7605,0.06,37.6959,0.12
10,18.023,0,18.9104,0,15.1816,0,15.2465,0.06,37.7605,0.06,37.8178,0.12
10,18.023,0,25.2584,0,15.1816,0,15.2367,0.06,37.7605,0.06,37.5343,0.112
10,18.023,0,14.9208,0,15.1816,0,15.1921,0.08,37.7605,0.08,37.537,0.126
10,18.023,0,5.14462,0,15.1816,0,15.0959,0.075,37.7605,0.075,37.6759,0.137
10,18.023,0,21.4081,0,15.1816,0,15.0995,0.07,37.7605,0.07,37.6759,0.13
10,18.023,0,23.0613,0,15.1816,0,15.2326,0.06,37.7605,0.06,37.8812,0.13
10,18.023,0,16.2291,0,15.1816,0,15.1262,0.06,37.7605,0.06,37.7894,0.12
10,18.023,0,7.96071,0,15.1816,0,14.9867,0.06,37.7605,0.06,37.7328,0.13
10,18.023,0,22.519,0,15.1816,0,15.0969,0.051,37.7605,0.051,37.8227,0.121
10,18.023,0,20.2969,0,15.1816,0,15.237,0.06,37.7605,0.06,37.6786,0.12
10,18.023,0,12.5374,0,15.1816,0,15.1742,0.061,37.7605,0.061,37.8446,0.116
10,18.023,0,2.1901,0,15.1816,0,15.1821,0.087,37.7605,0.087,37.7822,0.148
10,18.023,0,32.825,0,15.1816,0,15.1398,0.07,37.7605,0.07,37.8876,0.13
10,18.023,0,8.46599,0,15.1816,0,15.0079,0.07,37.7605,0.07,37.7577,0.13
10,18.023,0,12.6155,0,15.1816,0,15.2572,0.06,37.7605,0.06,37.7834,0.12
10,18.023,0,17.934,0,15.1816,0,14.9712,0.06,37.7605,0.06,37.9025,0.12
10,18.023,0,25.5819,0,15.1816,0,15.1376,0.051,37.7605,0.051,37.9705,0.127
10,18.023,0,44.3985,0,15.1816,0,15.087,0.06,37.7605,0.06,37.6753,0.121
10,18.023,0,23.8757,0,15.1816,0,15.3582,0.068,37.7605,0.068,37.8308,0.133
10,18.023,0,31.0492,0,15.1816,0,15.0611,0.066,37.7605,0.066,37.5125,0.126
10,18.023,0,13.8552,0,15.1816,0,15.2185,0.06,37.7605,0.06,37.8904,0.12
10,18.023,0,13.4466,0,15.1816,0,15.1669,0.06,37.7605,0.06,37.5489,0.12
10,18.023,0,24.4738,0,15.1816,0,15.1108,0.06,37.7605,0.06,37.9517,0.12
10,18.023,0,18.6993,0,15.1816,0,15.2126,0.06,37.7605,0.06,37.6152,0.12
10,18.023,0,16.9887,0,15.1816,0,15.2173,0.06,37.7605,0.06,37.7676,0.13
10,18.023,0,24.0122,0,15.1816,0,15.1405,0.06,37.7605,0.06,37.6129,0.121
10,18.023,0,9.59782,0,15.1816,0,15.1954,0.07,37.7605,0.07,37.7262,0.135
10,18.023,0,12.5127,0,15.1816,0,15.1927,0.061,37.7605,0.061,37.7284,0.14
10,18.023,0,7.199,0,15.1816,0,15.1863,0.07,37.7605,0.07,37.9267,0.13
10,18.023,0,31.8559,0,15.1816,0,15.2199,0.06,37.7605,0.06,37.594,0.111
10,18.023,0,45.1173,0,15.1816,0,15.0291,0.073,37.7605,0.073,37.8795,0.133
10,18.023,0,40.682,0,15.1816,0,14.9708,0.06,37.7605,0.06,37.5336,0.13
10,18.023,0,3.72933,0,15.1816,0,15.1733,0.06,37.7605,0.06,37.6591,0.12
10,18.023,0,22.2244,0,15.1816,0,15.163,0.061,37.7605,0.061,37.71,0.131
10,18.023,0,19.195,0,15.1816,0,15.1794,0.051,37.7605,0.051,37.9665,0.123
10,18.023,0,9.92788,0,15.1816,0,15.3997,0.061,37.7605,0.061,37.8728,0.133
10,18.023,0,3.13829,0,15.1816,0,15.008,0.06,37.7605,0.06,37.6163,0.13
10,18.023,0,31.2452,0,15.1816,0,15.141,0.06,37.7605,0.06,37.7798,0.12
10,18.023,0,9.85782,0,15.1816,0,15.1346,0.06,37.7605,0.06,37.8935,0.12
10,18.023,0,26.1768,0,15.1816,0,15.064,0.06,37.7605,0.06,37.9427,0.12
10,18.023,0,11.4561,0,15.1816,0,15.182,0.06,37.7605,0.06,37.674,0.12
10,18.023,0,26.5774,0,15.1816,0,15.1654,0.052,37.7605,0.052,37.6933,0.122
10,18.023,0,22.0526,0,15.1816,0,15.2498,0.052,37.7605,0.052,37.6346,0.145
10,18.023,0,22.1674,0,15.1816,0,15.2235,0.07,37.7605,0.07,37.8433,0.135
10,18.023,0,17.5787,0,15.1816,0,15.2794,0.06,37.7605,0.06,37.7267,0.13
10,18.023,0,22.3889,0,15.1816,0,15.1833,0.06,37.7605,0.06,37.902,0.12
10,18.023,0,52.5999,0,15.1816,0,15.2728,0.06,37.7605,0.06,37.6812,0.12
10,18.023,0,16.5845,0,15.1816,0,15.256,0.06,37.7605,0.06,37.6515,0.12
10,18.023,0,15.3039,0,15.1816,0,15.0387,0.06,37.7605,0.06,37.711,0.12
10,18.023,0,25.7082,0,15.1816,0,15.3567,0.061,37.7605,0.061,37.6433,0.122
10,18.023,0,20.0354,0,15.1816,0,15.3224,0.072,37.7605,0.072,37.5589,0.134
10,18.023,0,24.9416,0,15.1816,0,15.2156,0.06,37.7605,0.06,37.7221,0.12
10,18.023,0,8.69443,0,15.1816,0,15.1883,0.07,37.7605,0.07,37.9362,0.13
10,18.023,0,31.5312,0,15.1816,0,15.1149,0.06,37.7605,0.06,37.7925,0.12
10,18.023,0,10.3597,0,15.1816,0,14.937,0.07,37.7605,0.07,37.6608,0.13
10,18.023,0,4.82859,0,15.1816,0,15.3118,0.06,37.7605,0.06,37.686,0.12
10,18.023,0,13.4383,0,15.1816,0,15.2416,0.06,37.7605,0.06,37.8986,0.13
10,18.023,0,7.78607,0,15.1816,0,15.2245,0.062,37.7605,0.062,37.6747,0.109
100,18.023,0,19.9647,0,15.1816,0,15.177,0.072,37.7605,0.072,37.8351,0.155
100,18.023,0,15.5591,0,15.1816,0,15.2308,0.07,37.7605,0.07,37.7586,0.13
100,18.023,0,15.5789,0,15.1816,0,15.055,0.06,37.7605,0.06,37.9269,0.12
100,18.023,0,20.7067,0,15.1816,0,15.1306,0.06,37.7605,0.06,37.6516,0.13
100,18.023,0,14.8125,0,15.1816,0,15.1276,0.06,37.7605,0.06,37.747,0.12
100,18.023,0,22.0883,0,15.1816,0,15.1351,0.072,37.7605,0.072,37.7291,0.132
100,18.023,0,12.6816,0,15.1816,0,15.2253,0.06,37.7605,0.06,37.7112,0.111
100,18.023,0,16.6455,0,15.1816,0,15.1754,0.07,37.7605,0.07,37.6536,0.117
100,18.023,0,19.249,0,15.1816,0,15.1156,0.066,37.7605,0.066,37.6999,0.137
100,18.023,0,20.2108,0,15.1816,0,15.0845,0.07,37.7605,0.07,37.7105,0.13
100,18.023,0,18.1366,0,15.1816,0,15.2247,0.06,37.7605,0.06,37.7593,0.13
100,18.023,0,16.5775,0,15.1816,0,15.3044,0.06,37.7605,0.06,37.8265,0.12
100,18.023,0,18.8906,0,15.1816,0,15.1554,0.06,37.7605,0.06,37.4995,0.12
100,18.023,0,20.1656,0,15.1816,0,15.4865,0.044,37.7605,0.044,37.6341,0.121
100,18.023,0,14.8018,0,15.1816,0,15.19,0.07,37.7605,0.07,37.9121,0.131
100,18.023,0,21.1086,0,15.1816,0,15.1042,0.07,37.7605,0.07,37.8079,0.133
100,18.023,0,13.7815,0,15.1816,0,14.9105,0.076,37.7605,0.076,37.6312,0.146
100,18.023,0,16.5282,0,15.1816,0,15.1947,0.06,37.7605,0.06,37.7041,0.12
100,18.023,0,15.1964,0,15.1816,0,15.2604,0.06,37.7605,0.06,37.7062,0.12
100,18.023,0,16.833,0,15.1816,0,15.2476,0.06,37.7605,0.06,37.922,0.12
100,18.023,0,18.3894,0,15.1816,0,15.3595,0.06,37.7605,0.06,37.6535,0.12
100,18.023,0,15.7532,0,15.1816,0,15.1535,0.06,37.7605,0.06,37.8498,0.12
100,18.023,0,16.4819,0,15.1816,0,15.1065,0.06,37.7605,0.06,37.8216,0.121
100,18.023,0,16.988,0,15.1816,0,15.0047,0.06,37.7605,0.06,37.6357,0.123
100,18.023,0,20.7123,0,15.1816,0,15.0817,0.046,37.7605,0.046,37.5519,0.122
100,18.023,0,13.6163,0,15.1816,0,15.4983,0.07,37.7605,0.07,37.9041,0.13
100,18.023,0,21.0156,0,15.1816,0,15.2793,0.06,37.7605,0.06,37.7817,0.12
100,18.023,0,21.6563,0,15.1816,0,15.2419,0.06,37.7605,0.06,37.5898,0.12
100,18.023,0,16.8806,0,15.1816,0,15.1862,0.06,37.7605,0.06,37.7155,0.12
100,18.023,0,17.7157,0,15.1816,0,15.1506,0.06,37.7605,0.06,37.6289,0.12
100,18.023,0,22.5766,0,15.1816,0,15.1958,0.051,37.7605,0.051,37.7526,0.122
100,18.023,0,12.2335,0,15.1816,0,15.2621,0.066,37.7605,0.066,37.6926,0.138
100,18.023,0,16.2852,0,15.1816,0,15.1629,0.056,37.7605,0.056,37.6859,0.142
100,18.023,0,12.0837,0,15.1816,0,15.081,0.06,37.7605,0.06,37.5665,0.13
100,18.023,0,18.313,0,15.1816,0,15.2061,0.06,37.7605,0.06,37.8931,0.13
100,18.023,0,17.0845,0,15.1816,0,15.1552,0.06,37.7605,0.06,37.7464,0.12
100,18.023,0,21.5138,0,15.1816,0,15.2073,0.06,37.7605,0.06,37.5835,0.13
100,18.023,0,21.8058,0,15.1816,0,15.2658,0.06,37.7605,0.06,37.6658,0.12
100,18.023,0,19.964,0,15.1816,0,15.1167,0.062,37.7605,0.062,37.883,0.122
100,18.023,0,19.1304,0,15.1816,0,15.2497,0.067,37.7605,0.067,37.7465,0.129
100,18.023,0,18.435,0,15.1816,0,15.3017,0.07,37.7605,0.07,37.8147,0.131
100,18.023,0,16.8174,0,15.1816,0,15.3209,0.07,37.7605,0.07,37.818,0.13
100,18.023,0,17.5005,0,15.1816,0,15.0485,0.06,37.7605,0.06,37.6131,0.12
100,18.023,0,24.3292,0,15.1816,0,15.2617,0.06,37.7605,0.06,38.0435,0.13
100,18.023,0,18.136,0,15.1816,0,15.2738,0.06,37.7605,0.06,37.6047,0.12
100,18.023,0,13.7756,0,15.1816,0,15.1888,0.07,37.7605,0.07,37.7037,0.13
100,18.023,0,19.5993,0,15.1816,0,15.3361,0.061,37.7605,0.061,37.7251,0.112
100,18.023,0,19.0107,0,15.1816,0,15.2822,0.081,37.7605,0.081,37.7313,0.153
100,18.023,0,10.2471,0,15.1816,0,15.3611,0.07,37.7605,0.07,37.5741,0.13
100,18.023,0,17.5926,0,15.1816,0,15.2922,0.06,37.7605,0.06,37.693,0.12
100,18.023,0,21.8466,0,15.1816,0,14.9139,0.06,37.7605,0.06,37.7019,0.12
100,18.023,0,17.9411,0,15.1816,0,15.1939,0.06,37.7605,0.06,37.6906,0.122
100,18.023,0,16.296,0,15.1816,0,15.4191,0.06,37.7605,0.06,37.6902,0.13
100,18.023,0,18.6104,0,15.1816,0,15.1587,0.06,37.7605,0.06,37.7398,0.121
100,18.023,0,25.2813,0,15.1816,0,15.0094,0.06,37.7605,0.06,37.8064,0.109
100,18.023,0,18.9491,0,15.1816,0,15.1176,0.076,37.7605,0.076,37.9658,0.136
100,18.023,0,21.1771,0,15.1816,0,15.2632,0.06,37.7605,0.06,37.8627,0.12
100,18.023,0,16.2065,0,15.1816,0,15.1974,0.06,37.7605,0.06,37.7203,0.13
100,18.023,0,16.7773,0,15.1816,0,15.2015,0.06,37.7605,0.06,37.946,0.12
100,18.023,0,16.2757,0,15.1816,0,15.2587,0.06,37.7605,0.06,37.8078,0.13
100,18.023,0,16.3382,0,15.1816,0,15.2737,0.062,37.7605,0.062,37.7076,0.122
100,18.023,0,16.9637,0,15.1816,0,15.1303,0.06,37.7605,0.06,37.896,0.121
100,18.023,0,20.1236,0,15.1816,0,15.121,0.06,37.7605,0.06,37.8467,0.114
