iterations,delta th,delta th time,delta lr,delta lr time,gamma th,gamma th time,gamma lrlr,gamma lrlr time,vega th,vega th time,vega lr,vega lr time
1,0.776067,0,0.0485968,0,0.00258389,0,0,0,15.5528,0,-91.7216,0
1,0.776067,0,0,0,0.00258389,0,-0.0234238,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.023923,0,15.5528,0,0,0
1,0.776067,0,9.21276,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0102295,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.723808,0,0.00258389,0,0,0,15.5528,0,-111.255,0
1,0.776067,0,0.440078,0,0.00258389,0,-0.0289051,0,15.5528,0,0,0
1,0.776067,0,2.2735,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.41589,0,0.00258389,0,0,0,15.5528,0,152.239,0
1,0.776067,0,0,0,0.00258389,0,-0.0319233,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.67682,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.025181,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,4.75608,0,0.00258389,0,-0.033517,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.893848,0,0.00258389,0,-0.0356346,0,15.5528,0,291.037,0
1,0.776067,0,0,0,0.00258389,0,-0.00316648,0,15.5528,0,0,0
1,0.776067,0,0.143362,0,0.00258389,0,0,0,15.5528,0,799.32,0
1,0.776067,0,1.59305,0,0.00258389,0,-0.00931637,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.530687,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0363926,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0204851,0,15.5528,0,-17.6688,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0359188,0,15.5528,0,0,0
1,0.776067,0,9.64441,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-121.549,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-128.217,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.67384,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.256382,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.03547,0,15.5528,0,-69.3545,0
1,0.776067,0,0.21119,0,0.00258389,0,-0.0272883,0,15.5528,0,0,0
1,0.776067,0,6.91045,0,0.00258389,0,0,0,15.5528,0,-105.571,0
1,0.776067,0,0,0,0.00258389,0,-0.0235195,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.344188,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-69.5705,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-56.0129,0
1,0.776067,0,0,0,0.00258389,0,-0.0359142,0,15.5528,0,-16.8832,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.00405655,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-91.3958,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.50811,0,0.00258389,0,0,0,15.5528,0,-118.723,0
1,0.776067,0,0,0,0.00258389,0,0.0295181,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-66.4459,0
1,0.776067,0,0,0,0.00258389,0,-0.0335129,0,15.5528,0,-129.076,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.5631,0,0.00258389,0,-0.036643,0,15.5528,0,-19.5689,0
1,0.776067,0,0,0,0.00258389,0,0.310267,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.00880723,0,15.5528,0,-24.0945,0
1,0.776067,0,3.98099,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.561959,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0104377,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0305295,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.288674,0,0.00258389,0,-0.0127885,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0362123,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,3.86044,0,0.00258389,0,-0.0364016,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0324953,0,15.5528,0,-58.0633,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.09392,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.28204,0,0.00258389,0,-0.0249759,0,15.5528,0,-67.142,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,4.9744,0,0.00258389,0,0,0,15.5528,0,1676.17,0
1,0.776067,0,0,0,0.00258389,0,0.111405,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.112352,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.49761,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-97.7353,0
1,0.776067,0,0.5949,0,0.00258389,0,-0.0116949,0,15.5528,0,-87.9274,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.387908,0,0.00258389,0,0,0,15.5528,0,896.022,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0354515,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.024392,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0324834,0,15.5528,0,-101.219,0
1,0.776067,0,2.05537,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.031502,0,15.5528,0,-93.6062,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-103.197,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,54.6566,0
1,0.776067,0,7.15572,0,0.00258389,0,-0.0365007,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-63.7191,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.89736,0,0.00258389,0,-0.0364044,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.335507,0,0.00258389,0,-0.0136417,0,15.5528,0,0,0
1,0.776067,0,0.725628,0,0.00258389,0,-0.0340254,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-0.681473,0
1,0.776067,0,0,0,0.00258389,0,-0.0295902,0,15.5528,0,-126.255,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,3.82469,0,0.00258389,0,-0.0246687,0,15.5528,0,-121.718,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.21084,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.04739,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.978004,0,0.00258389,0,0,0,15.5528,0,1854.23,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-14.4316,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0347891,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0057773,0,15.5528,0,-34.425,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-129.049,0
1,0.776067,0,1.21973,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.946163,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.214019,0,0.00258389,0,-0.00353435,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-62.9467,0
1,0.776067,0,0.974212,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.0173503,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-112.871,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-126.918,0
1,0.776067,0,7.34507,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.73565,0,0.00258389,0,0,0,15.5528,0,-107.401,0
1,0.776067,0,5.2078,0,0.00258389,0,0,0,15.5528,0,-106.075,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-114.23,0
1,0.776067,0,1.62274,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.872406,0,0.00258389,0,0,0,15.5528,0,-111.4,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,134.228,0
1,0.776067,0,2.17155,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,4.038,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,3.17026,0,0.00258389,0,-0.0242717,0,15.5528,0,-89.9811,0
1,0.776067,0,3.16559,0,0.00258389,0,-0.0366829,0,15.5528,0,0,0
1,0.776067,0,3.81435,0,0.00258389,0,0,0,15.5528,0,-126.535,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-129.048,0
1,0.776067,0,0,0,0.00258389,0,-0.0340477,0,15.5528,0,-120.397,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.9406,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.146864,0,0.00258389,0,0,0,15.5528,0,-115.54,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,5.88138,0,0.00258389,0,-0.0248403,0,15.5528,0,130.202,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-117.447,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.109921,0,0.00258389,0,-0.0227177,0,15.5528,0,-45.0228,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.0429653,0,15.5528,0,-70.6786,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.181261,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0334792,0,15.5528,0,-66.9848,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,3.37044,0,0.00258389,0,0,0,15.5528,0,-108.179,0
1,0.776067,0,0,0,0.00258389,0,-0.0344731,0,15.5528,0,0,0
1,0.776067,0,4.10977,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0357055,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0200541,0,15.5528,0,0,0
1,0.776067,0,0.209452,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-117.088,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-18.5476,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0339714,0,15.5528,0,0,0
1,0.776067,0,4.36321,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.023486,0,15.5528,0,7.00572,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-21.2387,0
1,0.776067,0,2.90438,0,0.00258389,0,-0.0171817,0,15.5528,0,0,0
1,0.776067,0,5.48496,0,0.00258389,0,-0.0105459,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-9.36655,0
1,0.776067,0,0,0,0.00258389,0,0.14437,0,15.5528,0,0.706337,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,3.67136,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.036683,0,15.5528,0,-115.949,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.794159,0,0.00258389,0,-0.0355381,0,15.5528,0,0,0
1,0.776067,0,0.854506,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-33.1026,0
1,0.776067,0,0.303903,0,0.00258389,0,0,0,15.5528,0,-51.8022,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.009677,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.801137,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.92891,0,0.00258389,0,-0.0361719,0,15.5528,0,0,0
1,0.776067,0,2.54789,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,6.78334,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.42458,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-13.2588,0
1,0.776067,0,1.58345,0,0.00258389,0,-0.0329964,0,15.5528,0,0,0
1,0.776067,0,0.973251,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-92.8361,0
1,0.776067,0,0.218578,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.22121,0,0.00258389,0,0.0913732,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0299564,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0244024,0,15.5528,0,0,0
1,0.776067,0,0.899104,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.76226,0,0.00258389,0,-0.0306863,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.5251,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-92.3603,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-104.77,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.00485766,0,15.5528,0,-126.138,0
1,0.776067,0,0,0,0.00258389,0,-0.00501086,0,15.5528,0,-127.214,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.16294,0,0.00258389,0,0.189233,0,15.5528,0,-99.9474,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,2140.51,0
1,0.776067,0,4.0918,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0349171,0,15.5528,0,0,0
1,0.776067,0,0.785255,0,0.00258389,0,-0.0363584,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0.0202694,0,0.00258389,0,0,0,15.5528,0,150.083,0
1,0.776067,0,0,0,0.00258389,0,-0.0321177,0,15.5528,0,-32.119,0
1,0.776067,0,0.894245,0,0.00258389,0,-0.0301418,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0170851,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0360451,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0284837,0,15.5528,0,-107.09,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.71381,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.60546,0,0.00258389,0,0,0,15.5528,0,-79.6568,0
1,0.776067,0,0.554669,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.411909,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.0232714,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,3.57736,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.97885,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-119.072,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0167613,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.93824,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.00135741,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-87.0794,0
1,0.776067,0,0.342653,0,0.00258389,0,-0.00767808,0,15.5528,0,-80.6966,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.02878,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0227405,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.00624292,0,15.5528,0,0,0
1,0.776067,0,2.02652,0,0.00258389,0,-0.00250823,0,15.5528,0,0,0
1,0.776067,0,4.65825,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,2.06029,0,0.00258389,0,-0.0308552,0,15.5528,0,-30.3175,0
1,0.776067,0,0,0,0.00258389,0,-0.0364832,0,15.5528,0,-129.099,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.62655,0,0.00258389,0,-0.0191523,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0366569,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.34208,0,0.00258389,0,-0.0326802,0,15.5528,0,0,0
1,0.776067,0,3.72039,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,1.8289,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,-0.0211769,0,15.5528,0,-34.4739,0
1,0.776067,0,5.56785,0,0.00258389,0,-0.0148096,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,864.076,0
1,0.776067,0,0.0734049,0,0.00258389,0,0.100315,0,15.5528,0,30.7248,0
1,0.776067,0,0,0,0.00258389,0,-0.0213723,0,15.5528,0,0,0
1,0.776067,0,1.67027,0,0.00258389,0,-0.00714948,0,15.5528,0,0,0
1,0.776067,0,1.49569,0,0.00258389,0,0,0,15.5528,0,-103.037,0
1,0.776067,0,1.0295,0,0.00258389,0,-0.0280185,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0,0,15.5528,0,-117.207,0
1,0.776067,0,0,0,0.00258389,0,-0.0365864,0,15.5528,0,-16.4276,0
1,0.776067,0,0,0,0.00258389,0,-0.0314397,0,15.5528,0,-55.4158,0
1,0.776067,0,3.45983,0,0.00258389,0,0,0,15.5528,0,0,0
1,0.776067,0,0,0,0.00258389,0,0.355644,0,15.5528,0,776.37,0
