iterations;delta th;delta th time;delta lr;delta lr time;delta pw;delta pw time;gamma th;gamma th time;gamma pwlr;gamma pwlr time;gamma lrpw;gamma lrpw time;gamma lrlr;gamma lrlr time;vega th;vega th time;vega lr;vega lr time;vega pw;vega pw time
100;0.627409;1e-06;0.649133;3e-06;0.658459;2e-06;0.0094605;1e-06;0.0100616;4e-06;0.0101548;3e-06;0.00842277;8e-06;37.842;0;33.6911;6e-06;40.2462;2e-06
100;0.627409;2e-06;0.517763;3e-06;0.740854;2e-06;0.0094605;1e-06;0.00783664;3e-06;0.0100675;2e-06;0.00123318;9e-06;37.842;2e-06;4.93274;8e-06;31.3465;3e-06
100;0.627409;1e-06;0.851072;2e-06;0.668178;3e-06;0.0094605;2e-06;0.0123762;3e-06;0.0105473;2e-06;0.0212513;6e-06;37.842;1e-06;85.0054;7e-06;49.5049;4e-06
100;0.627409;2e-06;0.678314;3e-06;0.722574;1e-06;0.0094605;0;0.010692;3e-06;0.0111346;2e-06;0.00608007;5e-06;37.842;2e-06;24.3203;5e-06;42.7679;3e-06
100;0.627409;2e-06;0.596041;2e-06;0.644295;2e-06;0.0094605;2e-06;0.00845193;2e-06;0.00893448;2e-06;0.0101157;6e-06;37.842;1e-06;40.4629;4e-06;33.8077;2e-06
100;0.627409;1e-06;0.653002;2e-06;0.682809;1e-06;0.0094605;1e-06;0.0101971;3e-06;0.0104952;2e-06;0.00695483;5e-06;37.842;0;27.8193;6e-06;40.7886;3e-06
100;0.627409;1e-06;0.677935;2e-06;0.679194;2e-06;0.0094605;1e-06;0.0107204;2e-06;0.010733;2e-06;0.00687894;6e-06;37.842;1e-06;27.5158;5e-06;42.8815;3e-06
100;0.627409;2e-06;0.721322;3e-06;0.671816;1e-06;0.0094605;1e-06;0.0111714;3e-06;0.0106764;2e-06;0.00974143;5e-06;37.842;2e-06;38.9657;5e-06;44.6858;2e-06
100;0.627409;1e-06;0.517842;2e-06;0.648482;3e-06;0.0094605;1e-06;0.00817619;2e-06;0.00948259;2e-06;0.00203002;5e-06;37.842;1e-06;8.12008;5e-06;32.7048;4e-06
100;0.627409;2e-06;0.524417;2e-06;0.597768;1e-06;0.0094605;2e-06;0.00787726;2e-06;0.00861078;2e-06;0.00553434;6e-06;37.842;1e-06;22.1374;5e-06;31.509;3e-06
100;0.627409;1e-06;0.495528;3e-06;0.562355;2e-06;0.0094605;0;0.00813736;3e-06;0.00880563;2e-06;0.00207597;4e-06;37.842;2e-06;8.3039;5e-06;32.5494;3e-06
100;0.627409;1e-06;0.629701;2e-06;0.664984;2e-06;0.0094605;2e-06;0.00970398;2e-06;0.0100568;2e-06;0.0068791;6e-06;37.842;0;27.5164;5e-06;38.8159;4e-06
100;0.627409;2e-06;0.569774;3e-06;0.621578;1e-06;0.0094605;1e-06;0.00880274;3e-06;0.00932078;2e-06;0.00523584;5e-06;37.842;2e-06;20.9434;4e-06;35.2109;2e-06
100;0.627409;2e-06;0.487557;2e-06;0.602804;1e-06;0.0094605;2e-06;0.00735373;2e-06;0.00850621;1e-06;0.00432533;6e-06;37.842;1e-06;17.3013;5e-06;29.4149;2e-06
100;0.627409;1e-06;0.740745;2e-06;0.675943;2e-06;0.0094605;2e-06;0.0115155;3e-06;0.0108674;2e-06;0.0114024;6e-06;37.842;2e-06;45.6094;6e-06;46.0618;2e-06
100;0.627409;1e-06;0.465098;2e-06;0.626877;3e-06;0.0094605;1e-06;0.00731574;2e-06;0.00893353;3e-06;0.00101658;5e-06;37.842;0;4.06631;5e-06;29.263;4e-06
100;0.627409;1e-06;0.774665;3e-06;0.676217;2e-06;0.0094605;1e-06;0.0112057;3e-06;0.0102212;2e-06;0.0188855;5e-06;37.842;1e-06;75.5421;5e-06;44.8228;3e-06
100;0.627409;2e-06;0.562169;3e-06;0.610705;2e-06;0.0094605;1e-06;0.0087567;2e-06;0.00924206;3e-06;0.00439746;7e-06;37.842;3e-06;17.5898;1e-05;35.0268;2e-06
100;0.627409;1e-06;0.548291;2e-06;0.593647;3e-06;0.0094605;1e-06;0.00837878;2e-06;0.00883234;2e-06;0.00631887;5e-06;37.842;0;25.2755;5e-06;33.5151;2e-06
100;0.627409;1e-06;0.508141;2e-06;0.655249;2e-06;0.0094605;1e-06;0.00733275;2e-06;0.00880383;2e-06;0.00398049;5e-06;37.842;1e-06;15.922;6e-06;29.331;2e-06
100;0.627409;1e-06;0.406069;2e-06;0.598717;2e-06;0.0094605;2e-06;0.00608408;3e-06;0.00801057;2e-06;0.00125714;5e-06;37.842;2e-06;5.02858;5e-06;24.3363;2e-06
100;0.627409;0;0.482624;3e-06;0.612036;2e-06;0.0094605;1e-06;0.00778477;3e-06;0.00907888;2e-06;0.000879758;4e-06;37.842;1e-06;3.51903;5e-06;31.1391;2e-06
100;0.627409;1e-06;0.526382;3e-06;0.634021;3e-06;0.0094605;2e-06;0.00805857;4e-06;0.00913495;3e-06;0.00435436;7e-06;37.842;1e-06;17.4174;6e-06;32.2343;2e-06
100;0.627409;2e-06;0.800027;3e-06;0.573991;3e-06;0.0094605;2e-06;0.0122595;4e-06;0.00999914;4e-06;0.0144158;6e-06;37.842;1e-06;57.6632;6e-06;49.038;3e-06
100;0.627409;2e-06;0.711216;2e-06;0.564036;2e-06;0.0094605;1e-06;0.0101569;3e-06;0.0086851;3e-06;0.0204843;6e-06;37.842;2e-06;81.937;6e-06;40.6276;2e-06
100;0.627409;1e-06;0.832673;3e-06;0.791492;2e-06;0.0094605;1e-06;0.0123525;3e-06;0.0119407;3e-06;0.0139935;1e-05;37.842;2e-06;55.974;7e-06;49.41;4e-06
100;0.627409;1e-06;0.384799;2e-06;0.491679;2e-06;0.0094605;1e-06;0.00610135;2e-06;0.00717015;3e-06;0.00119049;7e-06;37.842;2e-06;4.76195;5e-06;24.4054;2e-06
100;0.627409;2e-06;0.731534;3e-06;0.627209;3e-06;0.0094605;2e-06;0.0106829;3e-06;0.00963961;2e-06;0.0174793;7e-06;37.842;1e-06;69.917;5e-06;42.7314;2e-06
100;0.627409;2e-06;0.802103;4e-06;0.681736;3e-06;0.0094605;2e-06;0.0116263;3e-06;0.0104226;3e-06;0.0174147;8e-06;37.842;2e-06;69.659;5e-06;46.5052;3e-06
100;0.627409;2e-06;0.483635;4e-06;0.574499;3e-06;0.0094605;2e-06;0.00756317;4e-06;0.00847181;4e-06;0.00316953;8e-06;37.842;2e-06;12.6781;4e-06;30.2527;2e-06
100;0.627409;2e-06;0.618687;4e-06;0.748194;3e-06;0.0094605;2e-06;0.00940408;4e-06;0.0106991;4e-06;0.00602558;1e-05;37.842;2e-06;24.1023;6e-06;37.6163;2e-06
100;0.627409;2e-06;0.567049;4e-06;0.702292;3e-06;0.0094605;2e-06;0.00786703;4e-06;0.00921947;4e-06;0.00828064;9e-06;37.842;1e-06;33.1225;6e-06;31.4681;2e-06
100;0.627409;2e-06;0.624174;2e-06;0.57776;3e-06;0.0094605;2e-06;0.00915975;4e-06;0.00869561;4e-06;0.0117172;8e-06;37.842;2e-06;46.8689;5e-06;36.639;2e-06
100;0.627409;3e-06;0.597309;4e-06;0.597855;3e-06;0.0094605;2e-06;0.00890891;4e-06;0.00891437;3e-06;0.0103876;8e-06;37.842;2e-06;41.5504;6e-06;35.6357;2e-06
100;0.627409;2e-06;0.830328;3e-06;0.652082;2e-06;0.0094605;1e-06;0.0120027;3e-06;0.0102202;3e-06;0.0222797;7e-06;37.842;1e-06;89.1188;5e-06;48.0108;3e-06
100;0.627409;2e-06;0.560336;3e-06;0.525428;3e-06;0.0094605;2e-06;0.00833399;4e-06;0.0079849;3e-06;0.00900212;7e-06;37.842;2e-06;36.0085;4e-06;33.336;2e-06
100;0.627409;2e-06;0.320911;3e-06;0.426169;3e-06;0.0094605;2e-06;0.00517831;3e-06;0.00623089;2e-06;0.000379948;6e-06;37.842;1e-06;1.51979;5e-06;20.7132;2e-06
100;0.627409;2e-06;0.761488;3e-06;0.68995;2e-06;0.0094605;1e-06;0.0112565;3e-06;0.0105411;2e-06;0.0162652;7e-06;37.842;1e-06;65.0609;6e-06;45.0261;2e-06
100;0.627409;1e-06;0.715801;3e-06;0.667396;2e-06;0.0094605;1e-06;0.0114598;3e-06;0.0109757;3e-06;0.00686213;7e-06;37.842;1e-06;27.4485;6e-06;45.839;2e-06
100;0.627409;2e-06;0.661454;3e-06;0.65064;2e-06;0.0094605;1e-06;0.00972183;2e-06;0.00961368;2e-06;0.0100358;7e-06;37.842;0;40.1432;6e-06;38.8873;2e-06
100;0.627409;2e-06;0.690925;4e-06;0.590493;3e-06;0.0094605;2e-06;0.0102157;4e-06;0.00921142;4e-06;0.0136721;6e-06;37.842;1e-06;54.6883;5e-06;40.863;3e-06
100;0.627409;1e-06;0.475585;2e-06;0.678602;2e-06;0.0094605;1e-06;0.00720429;2e-06;0.00923446;3e-06;0.000684727;9e-06;37.842;0;2.73891;5e-06;28.8172;3e-06
100;0.627409;1e-06;0.491473;2e-06;0.616163;3e-06;0.0094605;2e-06;0.00749894;4e-06;0.00874584;3e-06;0.00385293;7e-06;37.842;2e-06;15.4117;5e-06;29.9957;2e-06
100;0.627409;1e-06;0.718467;3e-06;0.66062;2e-06;0.0094605;1e-06;0.0106077;3e-06;0.0100293;2e-06;0.0142729;7e-06;37.842;1e-06;57.0915;5e-06;42.431;3e-06
100;0.627409;1e-06;0.809468;2e-06;0.5864;2e-06;0.0094605;1e-06;0.0124083;2e-06;0.0101777;2e-06;0.0160721;6e-06;37.842;1e-06;64.2885;5e-06;49.6334;2e-06
100;0.627409;2e-06;0.637408;4e-06;0.683893;3e-06;0.0094605;2e-06;0.0101506;4e-06;0.0106155;4e-06;0.00495171;8e-06;37.842;1e-06;19.8069;5e-06;40.6026;3e-06
100;0.627409;2e-06;0.832024;4e-06;0.722572;3e-06;0.0094605;2e-06;0.0122241;3e-06;0.0111296;3e-06;0.0181902;7e-06;37.842;0;72.7607;5e-06;48.8965;4e-06
100;0.627409;2e-06;0.378572;3e-06;0.520506;2e-06;0.0094605;1e-06;0.00529242;3e-06;0.00671177;2e-06;0.00367047;7e-06;37.842;1e-06;14.6819;4e-06;21.1697;3e-06
100;0.627409;1e-06;0.475662;2e-06;0.623607;1e-06;0.0094605;2e-06;0.00723432;4e-06;0.00871378;3e-06;0.00428396;7e-06;37.842;1e-06;17.1358;6e-06;28.9373;4e-06
100;0.627409;1e-06;0.827214;3e-06;0.74504;3e-06;0.0094605;1e-06;0.0122022;4e-06;0.0113805;3e-06;0.015914;8e-06;37.842;2e-06;63.6558;9e-06;48.8088;3e-06
100;0.627409;1e-06;0.598772;2e-06;0.624734;2e-06;0.0094605;3e-06;0.00970264;4e-06;0.00996226;4e-06;0.00429261;8e-06;37.842;3e-06;17.1704;7e-06;38.8106;4e-06
100;0.627409;1e-06;0.377076;3e-06;0.575342;2e-06;0.0094605;1e-06;0.0058326;3e-06;0.00781525;2e-06;-0.000464;6e-06;37.842;2e-06;-1.856;7e-06;23.3304;4e-06
100;0.627409;1e-06;0.725664;3e-06;0.736363;1e-06;0.0094605;1e-06;0.0116924;3e-06;0.0117994;3e-06;0.00698382;9e-06;37.842;0;27.9353;5e-06;46.7697;3e-06
100;0.627409;1e-06;0.571382;3e-06;0.568835;2e-06;0.0094605;1e-06;0.00893488;2e-06;0.00890941;2e-06;0.00666597;6e-06;37.842;1e-06;26.6639;6e-06;35.7395;2e-06
100;0.627409;3e-06;0.863581;3e-06;0.656035;2e-06;0.0094605;1e-06;0.012912;3e-06;0.0108365;3e-06;0.0168357;7e-06;37.842;1e-06;67.3428;6e-06;51.6479;2e-06
100;0.627409;2e-06;0.548752;3e-06;0.578469;2e-06;0.0094605;1e-06;0.00816415;3e-06;0.00846132;2e-06;0.00733194;6e-06;37.842;1e-06;29.3278;5e-06;32.6566;4e-06
100;0.627409;2e-06;0.562043;4e-06;0.629769;3e-06;0.0094605;2e-06;0.00861273;4e-06;0.00928999;3e-06;0.00510509;8e-06;37.842;1e-06;20.4204;1.8e-05;34.4509;2e-06
100;0.627409;2e-06;0.286319;2e-06;0.471598;2e-06;0.0094605;1e-06;0.00448024;3e-06;0.00633303;3e-06;-0.00114484;6e-06;37.842;1e-06;-4.57937;4e-06;17.9209;3e-06
100;0.627409;2e-06;0.572577;4e-06;0.578422;3e-06;0.0094605;2e-06;0.00885959;3e-06;0.00891803;3e-06;0.00603057;7e-06;37.842;1e-06;24.1223;4e-06;35.4383;2e-06
100;0.627409;2e-06;0.444161;3e-06;0.5801;3e-06;0.0094605;2e-06;0.00648025;4e-06;0.00783964;4e-06;0.00322198;8e-06;37.842;1e-06;12.8879;5e-06;25.921;2e-06
100;0.627409;3e-06;0.366717;4e-06;0.550856;3e-06;0.0094605;2e-06;0.00564757;4e-06;0.00748896;4e-06;0.000258891;8e-06;37.842;2e-06;1.03556;6e-06;22.5903;3e-06
100;0.627409;3e-06;0.61184;4e-06;0.718968;3e-06;0.0094605;2e-06;0.0101012;4e-06;0.0111725;4e-06;0.00172053;9e-06;37.842;2e-06;6.88211;5e-06;40.4049;3e-06
100;0.627409;2e-06;0.541616;4e-06;0.671615;3e-06;0.0094605;2e-06;0.00837866;4e-06;0.00967865;3e-06;0.00303817;8e-06;37.842;2e-06;12.1527;6e-06;33.5146;2e-06
100;0.627409;2e-06;0.513671;3e-06;0.602285;3e-06;0.0094605;2e-06;0.00748569;3e-06;0.00837182;4e-06;0.00643102;7e-06;37.842;2e-06;25.7241;5e-06;29.9428;3e-06
100;0.627409;2e-06;0.543676;3e-06;0.639426;3e-06;0.0094605;1e-06;0.0084432;3e-06;0.0094007;3e-06;0.00462244;7e-06;37.842;0;18.4898;5e-06;33.7728;4e-06
100;0.627409;1e-06;0.464999;2e-06;0.50868;2e-06;0.0094605;1e-06;0.00690032;3e-06;0.00733713;3e-06;0.0059414;7e-06;37.842;2e-06;23.7656;5e-06;27.6013;2e-06
100;0.627409;2e-06;1.12704;3e-06;0.894124;3e-06;0.0094605;1e-06;0.0165938;4e-06;0.0142646;3e-06;0.0249448;9e-06;37.842;2e-06;99.779;6e-06;66.3751;3e-06
100;0.627409;1e-06;0.547505;3e-06;0.585821;2e-06;0.0094605;1e-06;0.00908178;3e-06;0.00946493;4e-06;0.00207375;7e-06;37.842;1e-06;8.295;4e-06;36.3271;2e-06
100;0.627409;1e-06;0.708788;3e-06;0.608842;2e-06;0.0094605;1e-06;0.0106792;2e-06;0.00967973;2e-06;0.0113588;7e-06;37.842;1e-06;45.4353;7e-06;42.7168;2e-06
100;0.627409;2e-06;0.739132;2e-06;0.574398;2e-06;0.0094605;1e-06;0.0107981;2e-06;0.00915076;3e-06;0.0154499;7e-06;37.842;2e-06;61.7997;4e-06;43.1924;2e-06
100;0.627409;2e-06;0.6657;2e-06;0.555182;2e-06;0.0094605;1e-06;0.00885147;3e-06;0.00774629;2e-06;0.0204037;6e-06;37.842;1e-06;81.615;6e-06;35.4059;2e-06
100;0.627409;2e-06;0.702507;3e-06;0.724923;3e-06;0.0094605;2e-06;0.0104254;3e-06;0.0106496;2e-06;0.0120244;8e-06;37.842;2e-06;48.0976;5e-06;41.7016;3e-06
100;0.627409;2e-06;0.575069;3e-06;0.551143;3e-06;0.0094605;2e-06;0.00861002;3e-06;0.00837077;8e-06;0.00843181;6e-06;37.842;1e-06;33.7272;5e-06;34.4401;3e-06
100;0.627409;2e-06;0.447955;3e-06;0.603347;2e-06;0.0094605;2e-06;0.00714525;3e-06;0.00869918;3e-06;0.00153119;8e-06;37.842;2e-06;6.12476;7e-06;28.581;4e-06
100;0.627409;2e-06;0.670256;3e-06;0.752797;3e-06;0.0094605;2e-06;0.0104972;4e-06;0.0113226;3e-06;0.00505373;9e-06;37.842;2e-06;20.2149;6e-06;41.9889;2e-06
100;0.627409;2e-06;0.466016;4e-06;0.657462;3e-06;0.0094605;2e-06;0.00720708;3e-06;0.00912154;3e-06;0.0015918;7e-06;37.842;0;6.3672;6e-06;28.8283;3e-06
100;0.627409;1e-06;0.391907;2e-06;0.581083;3e-06;0.0094605;2e-06;0.00565209;4e-06;0.00754386;3e-06;0.00151952;7e-06;37.842;1e-06;6.07808;6e-06;22.6084;3e-06
100;0.627409;3e-06;0.88699;4e-06;0.620509;2e-06;0.0094605;1e-06;0.0129603;2e-06;0.0102954;2e-06;0.0228191;8e-06;37.842;3e-06;91.2766;7e-06;51.841;3e-06
100;0.627409;1e-06;0.618811;3e-06;0.64257;2e-06;0.0094605;1e-06;0.00851979;3e-06;0.00875738;3e-06;0.0136644;8e-06;37.842;2e-06;54.6574;8e-06;34.0791;4e-06
100;0.627409;2e-06;0.518102;4e-06;0.617152;3e-06;0.0094605;2e-06;0.00826389;3e-06;0.00925439;2e-06;0.00248766;6e-06;37.842;1e-06;9.95063;6e-06;33.0556;2e-06
100;0.627409;2e-06;0.536184;4e-06;0.705627;3e-06;0.0094605;2e-06;0.00727951;4e-06;0.00897394;2e-06;0.00690579;7e-06;37.842;1e-06;27.6232;8e-06;29.118;3e-06
100;0.627409;1e-06;0.577214;2e-06;0.598107;2e-06;0.0094605;2e-06;0.00878032;3e-06;0.00898925;3e-06;0.00726792;6e-06;37.842;1e-06;29.0717;7e-06;35.1213;4e-06
100;0.627409;3e-06;0.709976;4e-06;0.56602;3e-06;0.0094605;2e-06;0.0102576;3e-06;0.00881808;2e-06;0.0205079;6e-06;37.842;2e-06;82.0317;7e-06;41.0305;4e-06
100;0.627409;2e-06;0.35597;3e-06;0.483664;2e-06;0.0094605;1e-06;0.00551645;2e-06;0.00679339;2e-06;0.000930017;6e-06;37.842;1e-06;3.72007;5e-06;22.0658;3e-06
100;0.627409;2e-06;0.873007;3e-06;0.772324;2e-06;0.0094605;1e-06;0.0127373;3e-06;0.0117305;3e-06;0.0164959;8e-06;37.842;1e-06;65.9836;6e-06;50.9493;3e-06
100;0.627409;2e-06;0.709964;3e-06;0.57355;3e-06;0.0094605;2e-06;0.0111332;4e-06;0.00976905;3e-06;0.0105458;7e-06;37.842;2e-06;42.1834;6e-06;44.5327;2e-06
100;0.627409;3e-06;0.584898;4e-06;0.534051;3e-06;0.0094605;2e-06;0.00838663;3e-06;0.00787816;2e-06;0.0131422;6e-06;37.842;1e-06;52.569;4e-06;33.5465;3e-06
100;0.627409;2e-06;0.552076;3e-06;0.703427;3e-06;0.0094605;2e-06;0.00894461;4e-06;0.0104581;4e-06;0.0010092;9e-06;37.842;2e-06;4.0368;5e-06;35.7784;2e-06
100;0.627409;1e-06;0.39884;3e-06;0.566805;2e-06;0.0094605;1e-06;0.00610189;3e-06;0.00778154;2e-06;0.00172026;6e-06;37.842;1e-06;6.88102;6e-06;24.4076;2e-06
100;0.627409;2e-06;0.323069;4e-06;0.519655;3e-06;0.0094605;2e-06;0.00490728;4e-06;0.00687314;4e-06;-0.000669112;7e-06;37.842;1e-06;-2.67645;6e-06;19.6291;3e-06
100;0.627409;2e-06;0.376799;3e-06;0.49353;3e-06;0.0094605;3e-06;0.00614918;3e-06;0.00731649;3e-06;0.000279147;6e-06;37.842;1e-06;1.11659;5e-06;24.5967;2e-06
100;0.627409;1e-06;0.536709;3e-06;0.593635;3e-06;0.0094605;2e-06;0.00830097;4e-06;0.00887022;3e-06;0.00491418;7e-06;37.842;2e-06;19.6567;6e-06;33.2039;2e-06
100;0.627409;1e-06;0.654742;3e-06;0.640121;2e-06;0.0094605;2e-06;0.0102604;3e-06;0.0101142;2e-06;0.00669612;6e-06;37.842;0;26.7845;6e-06;41.0415;2e-06
100;0.627409;2e-06;0.609082;3e-06;0.583738;2e-06;0.0094605;1e-06;0.00881419;2e-06;0.00856076;3e-06;0.0117664;7e-06;37.842;2e-06;47.0656;6e-06;35.2568;2e-06
100;0.627409;1e-06;0.552374;3e-06;0.621094;2e-06;0.0094605;2e-06;0.00812734;4e-06;0.00881454;4e-06;0.0077858;7e-06;37.842;2e-06;31.1432;5e-06;32.5094;2e-06
100;0.627409;2e-06;0.576746;3e-06;0.581059;2e-06;0.0094605;2e-06;0.00846887;3e-06;0.00851199;3e-06;0.00900416;8e-06;37.842;2e-06;36.0166;6e-06;33.8755;2e-06
100;0.627409;3e-06;0.899683;4e-06;0.730129;3e-06;0.0094605;2e-06;0.0130438;4e-06;0.0113483;3e-06;0.0233427;7e-06;37.842;0;93.371;5e-06;52.1753;4e-06
100;0.627409;1e-06;0.74308;2e-06;0.660307;2e-06;0.0094605;1e-06;0.0107604;4e-06;0.00993265;3e-06;0.0177799;8e-06;37.842;2e-06;71.1196;6e-06;43.0416;2e-06
100;0.627409;3e-06;0.574796;4e-06;0.586756;3e-06;0.0094605;1e-06;0.0087469;3e-06;0.00886649;3e-06;0.00736707;7e-06;37.842;1e-06;29.4683;5e-06;34.9876;3e-06
100;0.627409;1e-06;0.621951;3e-06;0.635194;2e-06;0.0094605;1e-06;0.00928948;4e-06;0.0094219;3e-06;0.0111904;8e-06;37.842;1e-06;44.7617;4e-06;37.1579;2e-06
100;0.627409;2e-06;0.41538;3e-06;0.567734;2e-06;0.0094605;1e-06;0.00624052;3e-06;0.00776406;3e-06;0.00202229;7e-06;37.842;1e-06;8.08918;7e-06;24.9621;4e-06
100;0.627409;1e-06;0.578288;3e-06;0.6961;3e-06;0.0094605;1e-06;0.00872681;2e-06;0.00990493;2e-06;0.0045594;7e-06;37.842;2e-06;18.2376;8e-06;34.9072;3e-06
100;0.627409;2e-06;0.745113;3e-06;0.635192;1e-06;0.0094605;1e-06;0.0116792;2e-06;0.01058;2e-06;0.00973908;7e-06;37.842;1e-06;38.9563;7e-06;46.717;3e-06
100;0.627409;2e-06;0.881389;3e-06;0.608394;3e-06;0.0094605;1e-06;0.012902;3e-06;0.010172;3e-06;0.02555;6e-06;37.842;1e-06;102.2;7e-06;51.6079;3e-06
100;0.627409;3e-06;0.634237;4e-06;0.636235;3e-06;0.0094605;1e-06;0.00938871;3e-06;0.00940869;3e-06;0.00957096;8e-06;37.842;0;38.2838;8e-06;37.5549;4e-06
100;0.627409;2e-06;0.73522;3e-06;0.666849;9e-06;0.0094605;1e-06;0.0110004;3e-06;0.0103167;3e-06;0.0118642;8e-06;37.842;2e-06;47.4569;6e-06;44.0017;3e-06
100;0.627409;1e-06;0.630111;3e-06;0.667226;2e-06;0.0094605;1e-06;0.00982176;3e-06;0.0101929;2e-06;0.00643818;7e-06;37.842;2e-06;25.7527;7e-06;39.287;3e-06
100;0.627409;2e-06;0.790097;3e-06;0.689521;2e-06;0.0094605;2e-06;0.0119262;3e-06;0.0109205;4e-06;0.0126053;1e-05;37.842;2e-06;50.4212;8e-06;47.7049;2e-06
100;0.627409;3e-06;0.475058;3e-06;0.592422;2e-06;0.0094605;1e-06;0.00730338;3e-06;0.00847702;3e-06;0.00302903;8e-06;37.842;2e-06;12.1161;8e-06;29.2135;4e-06
100;0.627409;2e-06;0.681298;4e-06;0.702901;2e-06;0.0094605;1e-06;0.010275;2e-06;0.0104911;2e-06;0.00930428;8e-06;37.842;2e-06;37.2171;8e-06;41.1001;4e-06
100;0.627409;2e-06;0.791722;2e-06;0.670049;3e-06;0.0094605;3e-06;0.0126178;4e-06;0.0114011;3e-06;0.00950715;8e-06;37.842;2e-06;38.0286;6e-06;50.4713;2e-06
100;0.627409;2e-06;0.529435;3e-06;0.574508;3e-06;0.0094605;2e-06;0.00841244;3e-06;0.00886317;3e-06;0.00488365;7e-06;37.842;2e-06;19.5346;6e-06;33.6498;2e-06
100;0.627409;1e-06;0.658961;3e-06;0.630043;2e-06;0.0094605;2e-06;0.0103499;4e-06;0.0100608;4e-06;0.00837351;8e-06;37.842;2e-06;33.494;5e-06;41.3998;2e-06
100;0.627409;2e-06;0.485034;3e-06;0.594816;3e-06;0.0094605;2e-06;0.00691847;3e-06;0.0080163;2e-06;0.00514536;7e-06;37.842;2e-06;20.5814;6e-06;27.6739;2e-06
100;0.627409;1e-06;0.643434;2e-06;0.629126;2e-06;0.0094605;1e-06;0.00966014;2e-06;0.00951706;2e-06;0.0108736;7e-06;37.842;1e-06;43.4945;4e-06;38.6406;2e-06
100;0.627409;1e-06;0.857681;2e-06;0.67596;2e-06;0.0094605;0;0.0127874;2e-06;0.0109702;3e-06;0.0177292;6e-06;37.842;1e-06;70.917;6e-06;51.1495;3e-06
100;0.627409;1e-06;0.417457;3e-06;0.528446;2e-06;0.0094605;2e-06;0.00649058;3e-06;0.00760047;3e-06;0.0018254;7e-06;37.842;2e-06;7.30161;6e-06;25.9623;2e-06
100;0.627409;1e-06;0.638825;2e-06;0.626296;2e-06;0.0094605;1e-06;0.0100188;3e-06;0.00989355;3e-06;0.00640037;8e-06;37.842;2e-06;25.6015;5e-06;40.0754;2e-06
100;0.627409;2e-06;0.529924;3e-06;0.539785;2e-06;0.0094605;2e-06;0.00776812;4e-06;0.00786673;4e-06;0.00877138;7e-06;37.842;2e-06;35.0855;5e-06;31.0725;2e-06
100;0.627409;1e-06;0.735917;3e-06;0.657513;2e-06;0.0094605;1e-06;0.0105448;4e-06;0.00976076;3e-06;0.0155583;8e-06;37.842;2e-06;62.2332;5e-06;42.1792;3e-06
100;0.627409;2e-06;0.819396;3e-06;0.680909;3e-06;0.0094605;2e-06;0.0116918;4e-06;0.0103069;4e-06;0.0191324;7e-06;37.842;2e-06;76.5297;5e-06;46.7671;2e-06
100;0.627409;3e-06;0.818269;3e-06;0.580068;2e-06;0.0094605;1e-06;0.0115739;3e-06;0.00919186;2e-06;0.0205099;6e-06;37.842;1e-06;82.0395;5e-06;46.2955;2e-06
100;0.627409;3e-06;0.323092;4e-06;0.519869;3e-06;0.0094605;2e-06;0.00492288;3e-06;0.00689064;2e-06;-0.000373993;7e-06;37.842;2e-06;-1.49597;6e-06;19.6915;3e-06
100;0.627409;3e-06;0.566408;4e-06;0.592538;2e-06;0.0094605;1e-06;0.00898249;3e-06;0.00924379;3e-06;0.00464472;7e-06;37.842;1e-06;18.5789;4e-06;35.93;2e-06
100;0.627409;3e-06;0.683283;4e-06;0.602769;3e-06;0.0094605;2e-06;0.0107691;3e-06;0.00996399;2e-06;0.00795611;7e-06;37.842;1e-06;31.8245;4e-06;43.0765;2e-06
100;0.627409;3e-06;0.642722;3e-06;0.584182;3e-06;0.0094605;2e-06;0.00959641;3e-06;0.00901102;3e-06;0.0112461;7e-06;37.842;1e-06;44.9842;4e-06;38.3857;4e-06
100;0.627409;2e-06;0.475811;3e-06;0.502974;2e-06;0.0094605;1e-06;0.00723422;2e-06;0.00750585;2e-06;0.0055556;7e-06;37.842;1e-06;22.2224;6e-06;28.9369;3e-06
100;0.627409;1e-06;0.413722;2e-06;0.641939;1e-06;0.0094605;2e-06;0.00665604;4e-06;0.00893822;3e-06;-0.00117704;7e-06;37.842;1e-06;-4.70816;7e-06;26.6242;2e-06
100;0.627409;3e-06;0.611215;3e-06;0.651329;3e-06;0.0094605;2e-06;0.00945451;4e-06;0.00985565;3e-06;0.00628089;7e-06;37.842;1e-06;25.1236;7e-06;37.8181;4e-06
100;0.627409;1e-06;0.621597;3e-06;0.640586;3e-06;0.0094605;1e-06;0.00952406;3e-06;0.00971395;3e-06;0.00673958;8e-06;37.842;1e-06;26.9583;5e-06;38.0962;2e-06
100;0.627409;3e-06;0.533833;4e-06;0.592795;3e-06;0.0094605;2e-06;0.00825939;4e-06;0.008849;3e-06;0.00638651;6e-06;37.842;1e-06;25.5461;4e-06;33.0376;3e-06
100;0.627409;3e-06;0.534399;3e-06;0.623446;3e-06;0.0094605;2e-06;0.00867792;4e-06;0.0095684;3e-06;0.00169097;5e-06;37.842;1e-06;6.76389;6e-06;34.7117;3e-06
